,id,created_at,user_screen_name,user_followers_count,user_location,user_verified,user_friends_count,user_listed_count,user_favourites_count,user_statuses_count,user_geo_enabled,Hashtags,text,Bot_or_NoBot,
414,9.89777E+17,27-04-18 8:01,iPhone8andx,1903,United States,FALSE,56,5,19,9863,FALSE,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 32,0,
415,9.89776E+17,27-04-18 7:58,boomboxfun,5112,Egypt,FALSE,1756,225,54,74366,FALSE,[],For iPhone X 6 6S 7 8 iPhone8 Plus Case Ultra Slim Hybrid Protective Hard Cover: Item…,0,
416,9.89773E+17,27-04-18 7:47,GreaterKashmir,86960,Srinagar,FALSE,95,184,1,55431,FALSE,"[{'indices': [16, 24], 'text': 'iPhone8'}, {'indices': [26, 38], 'text': 'iPhone8Plus'}]","Special edition #iPhone8, #iPhone8Plus now in India",0,
417,9.89772E+17,27-04-18 7:43,Pocket_PDCA,84,apple itunes store,FALSE,165,3,372,2669,FALSE,"[{'indices': [0, 5], 'text': 'PDCA'}, {'indices': [6, 14], 'text': 'iphone8'}, {'indices': [15, 21], 'text': 'ionic'}, {'indices': [22, 29], 'text': 'newapp'}]","#PDCA #iphone8 #ionic #newapp It is ""pocketPDCA"" that you can use easily PDCA cycle on your smartphone. [Youtube]https://t.co/GHf12UrUlW",0,
420,9.89765E+17,27-04-18 7:17,sp_wallpaper,515,Web,FALSE,30,59,0,33132,FALSE,"[{'indices': [84, 92], 'text': 'iphone8'}, {'indices': [93, 103], 'text': 'wallpaper'}]",SmartPhone Wallpaper info:Black-and-white pattern character #iphone8 #wallpaper,0,
424,9.89764E+17,27-04-18 7:12,iPhone_wp_sc_en,4116,,FALSE,512,53,0,30617,FALSE,"[{'indices': [58, 66], 'text': 'iphone8'}, {'indices': [67, 77], 'text': 'wallpaper'}]",Black-and-white pattern character #iphone8 #wallpaper,0,
426,9.89761E+17,27-04-18 7:01,iPhone8andx,1903,United States,FALSE,56,5,19,9863,FALSE,"[{'indices': [0, 4], 'text': 'Win'}, {'indices': [18, 26], 'text': 'iPhoneX'}, {'indices': [33, 41], 'text': 'iPhone8'}, {'indices': [99, 108], 'text': 'Giveaway'}, {'indices': [109, 115], 'text': 'Phone'}]",#Win one of these #iPhoneX &amp; #iPhone8 ?? just RETWEET &amp; FOLLOW us COMMENT THE ONE YOU WANT #Giveaway #Phone 29,0,
427,9.89759E+17,27-04-18 6:53,vekliencases,219,Free Shipping Worldwide,FALSE,242,0,611,196,FALSE,"[{'indices': [62, 69], 'text': 'flower'}, {'indices': [70, 80], 'text': 'botanical'}, {'indices': [81, 89], 'text': 'iPhone7'}, {'indices': [90, 98], 'text': 'iPhone8'}, {'indices': [99, 107], 'text': 'iphonex'}]",BOTANICAL FLOWER IPHONE CASE - 👉https://t.co/QUDYo2vzs3 . . . #flower #botanical #iPhone7 #iPhone8 #iphonex…,0,
428,9.89759E+17,27-04-18 6:50,eversobling,709,,FALSE,1358,4,0,6024,FALSE,"[{'indices': [70, 78], 'text': 'iPhone8'}, {'indices': [79, 87], 'text': 'iPhoneX'}, {'indices': [88, 99], 'text': 'BlingBling'}]",Loving Hearts Bling Swarovski Crystal iPhone 8 and iPhone 8 Plus Case #iPhone8 #iPhoneX #BlingBling Click here -&gt;…,0,
429,9.89758E+17,27-04-18 6:47,daijiworldnews,2066,"Mangalore, India",FALSE,644,91,390,134849,TRUE,"[{'indices': [24, 32], 'text': 'iPhone8'}, {'indices': [37, 49], 'text': 'iPhone8Plus'}]",Apple's special edition #iPhone8 and #iPhone8Plus in red colour will be available for purchase in India from Friday…,0,
430,9.89758E+17,27-04-18 6:47,news24tvchannel,91253,Noida,FALSE,267,759,168,298087,TRUE,"[{'indices': [72, 87], 'text': 'Specialedition'}, {'indices': [88, 96], 'text': 'iPhone8'}, {'indices': [97, 109], 'text': 'iPhone8Plus'}, {'indices': [110, 113], 'text': 'In'}]","Special edition iPhone 8, iPhone 8 Plus AVAILABLE in India; Check price #Specialedition #iPhone8 #iPhone8Plus #In…",0,
433,9.89746E+17,27-04-18 6:00,iJimmyParmar,41,India,FALSE,227,0,2885,811,FALSE,[],RT @shrutzsharma: Apple iPhone 8 (Product) RED &amp; iPhone 8 Plus Red are available in stores in India &amp; online. Today onwards. Go grab your R…,0,
436,9.89741E+17,27-04-18 5:40,shivangisinha,13479,"Dubai, United Arab Emirates",FALSE,136,3,570,564,TRUE,"[{'indices': [33, 47], 'text': 'T20onAirtel4G'}, {'indices': [64, 72], 'text': 'iphone8'}]","My selfie with @airtelindia 4G 😍 #T20onAirtel4G. Hope to win an #iphone8. Participate now, click this link:…",0,
437,9.8974E+17,27-04-18 5:35,shrutzsharma,312,noida,FALSE,125,7,59,448,FALSE,[],Apple iPhone 8 (Product) RED &amp; iPhone 8 Plus Red are available in stores in India &amp; online. Today onwards. Go grab…,0,
438,9.89733E+17,27-04-18 5:08,Cases_Space_,17,,FALSE,2,1,2,2425,FALSE,"[{'indices': [39, 47], 'text': 'iphone8'}, {'indices': [48, 56], 'text': 'iphonex'}]",Beautiful Places Cover for iPhone 5 5S #iphone8 #iphonex,0,
439,9.89731E+17,27-04-18 5:01,mimilovesu,8577,Australia,FALSE,9376,349,16279,43237,FALSE,[],iphone8 silicone phone cover with attractive whale print via @eBay,0,
440,9.8973E+17,27-04-18 4:55,latestly,10649,"Mumbai, India",FALSE,190,6,2,7253,TRUE,"[{'indices': [17, 25], 'text': 'iPhone8'}, {'indices': [32, 44], 'text': 'iPhone8Plus'}]",Pre-order @Apple #iPhone8 &amp; #iPhone8Plus in India on @Flipkart; To go on sale on 30 April,0,
441,9.89729E+17,27-04-18 4:52,BGRIndia,220584,Mumbai,TRUE,106,419,1512,40880,FALSE,"[{'indices': [0, 6], 'text': 'Apple'}, {'indices': [7, 15], 'text': 'iPhone8'}, {'indices': [17, 29], 'text': 'iPhone8Plus'}]","#Apple #iPhone8, #iPhone8Plus (PRODUCT) RED now available in India, prices start at Rs 67,940…",0,
